BeginDate,Total_Predicted,HydroPredictions,NuclearPredictions,WindPredictions,SolarPredictions,RefusePredictions,WoodPredictions
2025-05-01 03:41:27+00:00,9129.0,914.0,2117.0,712.0,3.0,248.0,211.0
2025-05-01 03:48:08+00:00,9062.0,920.0,2117.0,722.0,3.0,254.0,212.0
2025-05-01 03:49:40+00:00,9002.0,916.0,2117.0,721.0,3.0,254.0,212.0
2025-05-01 03:57:27+00:00,8785.0,932.0,2117.0,600.0,3.0,255.0,215.0
2025-05-01 04:09:45+00:00,8509.0,953.0,2117.0,495.0,3.0,261.0,211.0
2025-05-01 04:10:49+00:00,8493.0,951.0,2117.0,499.0,3.0,260.0,210.0
2025-05-01 04:13:48+00:00,8505.0,954.0,2117.0,540.0,3.0,257.0,213.0
2025-05-01 04:18:39+00:00,8643.0,954.0,2119.0,618.0,3.0,250.0,216.0
2025-05-01 04:26:45+00:00,8469.0,986.0,2118.0,623.0,3.0,255.0,212.0
2025-05-01 04:36:39+00:00,8443.0,990.0,2117.0,588.0,3.0,250.0,214.0
2025-05-01 04:40:17+00:00,8424.0,988.0,2116.0,569.0,3.0,253.0,211.0
2025-05-01 04:51:16+00:00,8382.0,988.0,2116.0,550.0,3.0,254.0,215.0
2025-05-01 05:04:09+00:00,8545.0,988.0,2114.0,556.0,3.0,259.0,211.0
2025-05-01 05:11:16+00:00,8427.0,1025.0,2114.0,556.0,3.0,256.0,215.0
2025-05-01 05:21:24+00:00,8333.0,1000.0,2114.0,532.0,3.0,248.0,213.0
2025-05-01 05:26:07+00:00,8356.0,1001.0,2117.0,526.0,3.0,250.0,212.0
2025-05-01 05:34:49+00:00,8327.0,971.0,2115.0,595.0,3.0,249.0,214.0
2025-05-01 05:46:50+00:00,8220.0,971.0,2115.0,583.0,3.0,251.0,211.0
2025-05-01 05:54:13+00:00,8128.0,972.0,2114.0,563.0,3.0,252.0,213.0
2025-05-01 06:00:10+00:00,8175.0,970.0,2113.0,575.0,3.0,254.0,213.0
2025-05-01 06:08:12+00:00,8162.0,972.0,2113.0,604.0,3.0,256.0,213.0
2025-05-01 06:13:06+00:00,8185.0,973.0,2116.0,621.0,3.0,263.0,212.0
2025-05-01 06:24:16+00:00,8110.0,970.0,2113.0,581.0,3.0,260.0,213.0
2025-05-01 06:28:56+00:00,8083.0,969.0,2113.0,578.0,3.0,258.0,214.0
2025-05-01 06:36:43+00:00,8074.0,970.0,2114.0,593.0,3.0,254.0,215.0
2025-05-01 06:43:01+00:00,8090.0,972.0,2115.0,611.0,3.0,252.0,213.0
2025-05-01 06:49:29+00:00,8046.0,970.0,2115.0,618.0,3.0,258.0,215.0
2025-05-01 06:55:18+00:00,7989.0,969.0,2114.0,617.0,3.0,255.0,213.0
2025-05-01 07:05:38+00:00,7966.0,957.0,2115.0,627.0,3.0,256.0,214.0
2025-05-01 07:11:45+00:00,7983.0,956.0,2115.0,654.0,3.0,251.0,212.0
2025-05-01 07:24:12+00:00,8038.0,954.0,2114.0,618.0,3.0,253.0,213.0
2025-05-01 07:29:28+00:00,7977.0,952.0,2116.0,626.0,3.0,252.0,214.0
2025-05-01 07:34:27+00:00,8025.0,955.0,2113.0,618.0,3.0,257.0,206.0
2025-05-01 07:39:09+00:00,7987.0,954.0,2115.0,607.0,3.0,251.0,204.0
2025-05-01 07:45:08+00:00,7995.0,954.0,2115.0,612.0,3.0,249.0,205.0
2025-05-01 07:54:09+00:00,8031.0,956.0,2116.0,597.0,3.0,251.0,201.0
2025-05-01 08:01:40+00:00,8063.0,954.0,2115.0,564.0,3.0,258.0,211.0
2025-05-01 08:10:18+00:00,8157.0,992.0,2114.0,559.0,3.0,251.0,210.0
2025-05-01 08:18:11+00:00,8199.0,989.0,2115.0,576.0,3.0,249.0,209.0
2025-05-01 08:27:06+00:00,8203.0,991.0,2113.0,563.0,3.0,249.0,211.0
2025-05-01 08:35:57+00:00,8331.0,994.0,2115.0,547.0,3.0,255.0,214.0
2025-05-01 08:43:49+00:00,8451.0,992.0,2116.0,553.0,3.0,261.0,212.0
2025-05-01 08:51:41+00:00,8560.0,949.0,2114.0,583.0,3.0,255.0,216.0
2025-05-01 08:58:47+00:00,8542.0,951.0,2115.0,593.0,3.0,260.0,215.0
2025-05-01 09:10:07+00:00,8609.0,952.0,2115.0,568.0,3.0,252.0,214.0
2025-05-01 09:17:54+00:00,8797.0,952.0,2113.0,560.0,3.0,257.0,212.0
2025-05-01 09:26:38+00:00,8966.0,991.0,2114.0,585.0,3.0,259.0,208.0
2025-05-01 09:34:30+00:00,8751.0,999.0,2114.0,563.0,3.0,246.0,213.0
2025-05-01 09:45:21+00:00,8898.0,998.0,2116.0,533.0,5.0,252.0,213.0
2025-05-01 09:50:46+00:00,8858.0,993.0,2114.0,527.0,9.0,256.0,214.0
2025-05-01 09:53:42+00:00,9018.0,1227.0,2114.0,517.0,12.0,252.0,215.0
2025-05-01 10:03:50+00:00,9283.0,1690.0,2113.0,505.0,19.0,253.0,214.0
2025-05-01 10:10:40+00:00,9227.0,1705.0,2114.0,471.0,40.0,248.0,209.0
2025-05-01 10:18:47+00:00,9553.0,1789.0,2114.0,459.0,54.0,240.0,213.0
2025-05-01 10:19:00+00:00,9553.0,1789.0,2114.0,459.0,54.0,240.0,213.0
2025-05-01 10:27:47+00:00,9574.0,1741.0,2114.0,441.0,68.0,245.0,212.0
2025-05-01 10:34:48+00:00,9544.0,1698.0,2113.0,424.0,92.0,249.0,212.0
2025-05-01 10:42:45+00:00,9585.0,1700.0,2114.0,401.0,119.0,255.0,216.0
2025-05-01 10:51:07+00:00,9599.0,1702.0,2115.0,391.0,126.0,259.0,215.0
2025-05-01 10:59:19+00:00,9697.0,1790.0,2113.0,356.0,153.0,254.0,214.0
2025-05-01 11:07:12+00:00,9531.0,1666.0,2115.0,325.0,187.0,252.0,214.0
2025-05-01 11:10:15+00:00,9509.0,1655.0,2114.0,307.0,179.0,257.0,212.0
2025-05-01 11:11:25+00:00,9509.0,1655.0,2114.0,307.0,179.0,257.0,212.0
2025-05-01 11:19:54+00:00,9605.0,1648.0,2112.0,291.0,222.0,260.0,212.0
2025-05-01 11:25:44+00:00,9584.0,1660.0,2113.0,271.0,248.0,254.0,209.0
2025-05-01 11:28:40+00:00,9446.0,1541.0,2114.0,260.0,298.0,258.0,211.0
2025-05-01 11:32:00+00:00,9324.0,1540.0,2114.0,243.0,307.0,261.0,210.0
2025-05-01 11:40:26+00:00,9108.0,1537.0,2112.0,241.0,274.0,255.0,212.0
2025-05-01 11:46:12+00:00,9102.0,1534.0,2112.0,231.0,330.0,252.0,212.0
2025-05-01 11:56:17+00:00,8778.0,1536.0,2113.0,222.0,378.0,239.0,213.0
2025-05-01 11:57:05+00:00,8782.0,1536.0,2113.0,228.0,380.0,243.0,214.0
2025-05-01 12:00:54+00:00,8696.0,1402.0,2114.0,222.0,367.0,254.0,212.0
2025-05-01 12:07:22+00:00,8887.0,1330.0,2114.0,220.0,434.0,248.0,212.0
2025-05-01 12:16:57+00:00,8675.0,1110.0,2113.0,205.0,503.0,248.0,214.0
2025-05-01 12:23:04+00:00,8513.0,1112.0,2114.0,195.0,540.0,248.0,206.0
2025-05-01 12:32:30+00:00,8305.0,990.0,2114.0,171.0,520.0,246.0,212.0
2025-05-01 12:34:40+00:00,8320.0,988.0,2116.0,181.0,533.0,252.0,214.0
2025-05-01 12:40:07+00:00,8200.0,990.0,2114.0,179.0,579.0,250.0,216.0
2025-05-01 12:44:11+00:00,8183.0,1008.0,2115.0,181.0,606.0,244.0,213.0
2025-05-01 12:45:23+00:00,8183.0,1008.0,2115.0,181.0,606.0,244.0,213.0
2025-05-01 12:55:34+00:00,7948.0,1048.0,2113.0,184.0,645.0,244.0,215.0
2025-05-01 13:01:42+00:00,8011.0,949.0,2113.0,181.0,641.0,243.0,215.0
2025-05-01 13:03:26+00:00,8011.0,949.0,2113.0,181.0,641.0,243.0,215.0
2025-05-01 13:08:39+00:00,7892.0,949.0,2114.0,168.0,661.0,242.0,213.0
2025-05-01 13:17:35+00:00,7853.0,949.0,2114.0,162.0,681.0,252.0,217.0
2025-05-01 13:24:04+00:00,7993.0,949.0,2112.0,159.0,736.0,243.0,219.0
2025-05-01 13:30:09+00:00,7993.0,949.0,2112.0,159.0,736.0,243.0,219.0
2025-05-01 13:32:11+00:00,7766.0,949.0,2114.0,152.0,712.0,240.0,217.0
2025-05-01 13:35:18+00:00,7928.0,950.0,2114.0,155.0,725.0,251.0,207.0
2025-05-01 13:37:20+00:00,8070.0,953.0,2116.0,151.0,736.0,246.0,210.0
2025-05-01 13:46:05+00:00,8010.0,991.0,2114.0,135.0,746.0,243.0,206.0
2025-05-01 13:57:54+00:00,8017.0,1047.0,2114.0,116.0,772.0,249.0,214.0
2025-05-01 13:58:25+00:00,8017.0,1047.0,2114.0,116.0,772.0,249.0,214.0
2025-05-01 14:02:25+00:00,7956.0,1055.0,2116.0,109.0,691.0,248.0,219.0
2025-05-01 14:05:18+00:00,7874.0,1051.0,2116.0,114.0,661.0,255.0,216.0
2025-05-01 14:07:24+00:00,7911.0,1052.0,2115.0,104.0,672.0,251.0,218.0
2025-05-01 14:10:36+00:00,8063.0,1048.0,2113.0,107.0,682.0,250.0,219.0
2025-05-01 14:16:36+00:00,8155.0,1038.0,2114.0,94.0,683.0,250.0,215.0
2025-05-01 14:24:49+00:00,8020.0,1048.0,2116.0,95.0,705.0,258.0,215.0
2025-05-01 14:28:52+00:00,8020.0,1048.0,2116.0,95.0,705.0,258.0,215.0
2025-05-01 14:35:38+00:00,8013.0,1045.0,2116.0,85.0,702.0,251.0,217.0
2025-05-01 14:39:52+00:00,8019.0,1050.0,2114.0,85.0,701.0,253.0,217.0
2025-05-01 14:43:59+00:00,8019.0,1050.0,2114.0,85.0,701.0,253.0,217.0
2025-05-01 14:47:35+00:00,7947.0,1046.0,2114.0,72.0,718.0,254.0,212.0
2025-05-01 14:55:51+00:00,7860.0,1053.0,2115.0,69.0,726.0,252.0,213.0
2025-05-01 15:03:15+00:00,7871.0,1052.0,2113.0,64.0,718.0,246.0,217.0
2025-05-01 15:05:11+00:00,7874.0,1052.0,2113.0,65.0,722.0,245.0,216.0
2025-05-01 15:12:40+00:00,7716.0,1059.0,2116.0,58.0,726.0,242.0,218.0
2025-05-01 15:16:39+00:00,7715.0,1054.0,2115.0,53.0,700.0,239.0,219.0
2025-05-01 15:22:39+00:00,7888.0,1054.0,2115.0,45.0,720.0,251.0,215.0
2025-05-01 15:30:04+00:00,7815.0,1054.0,2114.0,48.0,712.0,250.0,217.0
2025-05-01 15:34:24+00:00,7780.0,1055.0,2114.0,48.0,730.0,253.0,219.0
2025-05-01 15:44:11+00:00,7615.0,1059.0,2115.0,39.0,739.0,244.0,222.0
2025-05-01 15:58:18+00:00,7492.0,1059.0,2114.0,41.0,750.0,237.0,222.0
2025-05-01 16:03:55+00:00,7696.0,1064.0,2114.0,36.0,808.0,250.0,222.0
2025-05-01 16:13:34+00:00,7797.0,1064.0,2114.0,35.0,825.0,253.0,223.0
2025-05-01 16:19:19+00:00,7780.0,1052.0,2115.0,32.0,817.0,252.0,224.0
2025-05-01 16:26:25+00:00,7792.0,1054.0,2116.0,36.0,813.0,250.0,226.0
2025-05-01 16:33:01+00:00,7734.0,1057.0,2114.0,37.0,824.0,247.0,224.0
2025-05-01 16:40:15+00:00,7729.0,1070.0,2115.0,34.0,803.0,249.0,224.0
2025-05-01 16:47:43+00:00,7811.0,1069.0,2114.0,33.0,816.0,246.0,226.0
2025-05-01 16:53:24+00:00,7796.0,1065.0,2116.0,32.0,819.0,247.0,221.0
2025-05-01 17:01:21+00:00,7835.0,1066.0,2115.0,38.0,834.0,242.0,221.0
2025-05-01 17:03:32+00:00,7825.0,1072.0,2112.0,30.0,832.0,247.0,220.0
2025-05-01 17:03:36+00:00,7787.0,1071.0,2112.0,30.0,836.0,250.0,223.0
2025-05-01 17:08:39+00:00,7628.0,1073.0,2114.0,35.0,836.0,244.0,221.0
2025-05-01 17:13:38+00:00,7588.0,1070.0,2114.0,32.0,835.0,241.0,218.0
2025-05-01 17:22:04+00:00,7649.0,1068.0,2116.0,40.0,810.0,241.0,216.0
2025-05-01 17:23:31+00:00,7651.0,1065.0,2114.0,39.0,814.0,245.0,217.0
2025-05-01 17:27:28+00:00,7729.0,1066.0,2114.0,44.0,836.0,248.0,219.0
2025-05-01 17:35:59+00:00,7723.0,1070.0,2114.0,40.0,835.0,250.0,217.0
2025-05-01 17:44:09+00:00,7783.0,1079.0,2114.0,46.0,836.0,244.0,222.0
2025-05-01 17:54:38+00:00,7954.0,1082.0,2115.0,48.0,833.0,253.0,222.0
2025-05-01 18:02:34+00:00,7943.0,1079.0,2112.0,46.0,833.0,255.0,225.0
2025-05-01 18:12:25+00:00,7836.0,1085.0,2113.0,49.0,823.0,258.0,217.0
2025-05-01 18:19:18+00:00,7867.0,1089.0,2114.0,42.0,820.0,255.0,222.0
2025-05-01 18:27:26+00:00,7881.0,1088.0,2114.0,47.0,803.0,260.0,223.0
2025-05-01 18:33:24+00:00,7953.0,1088.0,2115.0,43.0,801.0,256.0,222.0
2025-05-01 18:42:16+00:00,7890.0,1091.0,2116.0,50.0,788.0,254.0,222.0
2025-05-01 18:45:35+00:00,7890.0,1091.0,2116.0,50.0,788.0,254.0,222.0
2025-05-01 18:47:00+00:00,8001.0,1088.0,2116.0,58.0,814.0,247.0,220.0
2025-05-01 18:47:08+00:00,8001.0,1088.0,2116.0,58.0,814.0,247.0,220.0
2025-05-01 18:54:07+00:00,7869.0,1085.0,2115.0,54.0,805.0,257.0,222.0
2025-05-01 18:57:12+00:00,7869.0,1085.0,2115.0,54.0,805.0,257.0,222.0
2025-05-01 18:58:59+00:00,7869.0,1085.0,2115.0,54.0,805.0,257.0,222.0
2025-05-01 19:00:22+00:00,8026.0,1084.0,2113.0,61.0,790.0,252.0,225.0
2025-05-01 19:02:34+00:00,8015.0,1082.0,2113.0,63.0,793.0,251.0,225.0
2025-05-01 19:11:36+00:00,7897.0,1088.0,2114.0,60.0,796.0,246.0,224.0
2025-05-01 19:16:46+00:00,7892.0,1091.0,2115.0,65.0,779.0,244.0,224.0
2025-05-01 19:25:45+00:00,8123.0,1093.0,2113.0,54.0,776.0,250.0,221.0
2025-05-01 19:32:54+00:00,8219.0,1089.0,2114.0,52.0,766.0,254.0,222.0
2025-05-01 19:33:13+00:00,8333.0,1092.0,2114.0,57.0,763.0,251.0,223.0
2025-05-01 19:36:32+00:00,8370.0,1093.0,2113.0,68.0,753.0,247.0,222.0
2025-05-01 19:44:03+00:00,8387.0,1092.0,2116.0,59.0,734.0,212.0,223.0
